index,sentence
418,Anita hat den Aushang am schwarzen Brett gesehen und sofort reagiert.
419,Anja kann sich an nichts mehr erinnern.
420,Ankara ist die Hauptstadt der Türkei.
421,Anna hat sich vorgenommen wenigstens einmal pro Woche zum Sport zu gehen.
422,"Anna, weißt du wo Charlotte ist?"
423,Annabel knurrt der Magen.
424,Anne hat keine Manieren.
425,"Anne ist stolz darauf, dass sie zum ersten Mal einen Handstandüberschlag rückwärts geschafft hat."
426,Annika übt gemeinsam mit Monika Gitarre.
427,Anscheinend hat Ingeborg ihr Trauma immer noch nicht verarbeitet.
428,Anscheinend sind wir hier nicht willkommen.
429,Ansonsten hat das nichts mit Umweltschutz zu tun.
430,Ansonsten ist es wirklich eine prachtvolle Orgel.
431,"Anstatt Knöpfe zu drücken, interagiert man mit Handgesten."
432,Antananarivo ist die Hauptstadt von Madagaskar.
433,Antarktika ist der südlichste Kontinent der Erde.
434,"Antonia, kommst du auch zur Kryptoparty?"
435,Antriebe von U-Booten müssen möglichst leise sein.
436,Apia ist die Hauptstadt von Samoa.
437,App aktivieren.
438,App deaktivieren.
439,App entfernen.
440,App installieren.
441,App löschen.
442,App meinen Freunden weiterempfehlen.
443,App merken.
444,App weiterempfehlen.
445,"April, April"
446,"April, April!"
447,Apropos Kosmos.
448,Aquaponik verbindet Fischzucht und Pflanzenzucht unter einem Dach.
449,Arbeit und Energie sind aber das Gleiche.
450,Arbeiten an elektrischen Anlagen sollte stets ein Elektriker durchführen.
451,Argwöhnisch musterte sie den Ausbrecher aus dem Verlies.
452,Ariane hat sich in einer Konditorei beworben.
453,"Armin scheitert daran, den Garn durch das Nadelöhr zu fummeln."
454,Arne hat sich im Ton vergriffen.
455,Arne steht auf Science-Fiction.
456,Arno nahm die Artikel aus dem Einkaufswagen und verstaute sie in seinem Rucksack.
457,Arnold ist in Dortmund aufgewachsen und lebt jetzt in Düsseldorf.
458,Arnold wischt sich eine Schweißperle von der Stirn.
459,Asche auf mein Haupt
460,Asche auf mein Haupt!
461,"Ascorbinsäure, also Vitamin C, wird häufig als Konservierungsmittel eingesetzt."
462,Asmara ist die Hauptstadt von Eritrea.
463,Astana ist die Hauptstadt von Kasachstan.
464,Astrid fürchtet um ihren Job.
465,Asunción ist die Hauptstadt von Paraguay.
466,Athen ist die Hauptstadt von Griechenland.
467,Atmen Sie tief ein und ganz langsam wieder aus.
468,Atome können Moleküle bilden.
469,"Au backe, das gibt Ärger."
470,Auch Passivrauchen ist ungesund.
471,Auch Posen und Krakau waren mal Hauptstädte von Polen.
472,Auch Sibylle braucht irgendwann mal eine Pause.
473,Auch Spanisch ist eine Weltsprache.
474,Auch beim Common-Voice-Projekt gilt: Jede Stimme zählt.
475,"Auch das reale Helligkeitsspektrum ist nicht kontinuierlich, weil Licht nur gequantelt auftritt."
476,Auch die CD ist ein digitaler Datenträger.
477,Auch die Stahlträger sind nicht für die Ewigkeit gebaut.
478,Auch ein kleiner Funken kann einen großen Brand entfachen.
479,Auch eine Giraffe hat nur sieben Halswirbel.
480,"Auch fallen die Kosten höher aus, als bislang angenommen."
481,Auch für Erdkabel müssen Schneisen in den Wald geschlagen werden.
482,"Auch heute sind wieder tausende Polizisten im Einsatz, um das Nordderby FC St. Pauli gegen Hansa Rostock zu sichern."
483,Auch in der Prüfung sollte man unnötige Diskussionen tunlichst unterlassen.
484,Auch in vielen nordafrikanischen Ländern wird arabisch gesprochen.
485,Auch mir wurde das Kochen nicht in die Wiege gelegt.
486,"Auch mit der Kneifzange gelang es Juliane nicht, den Nagel aus dem Brett zu ziehen."
487,Auch sonst ist die Vorstellung sehr eindrucksvoll gewesen.
488,"Auch wenn es natürlich ein fiktives Szenario ist, wäre ein solcher Zwischenfall durchaus denkbar."
489,"Auch wenn mir die Kunden auf die Nerven gehen, muss ich Höflichkeit bewahren."
490,Auckland ist die größte Stadt Neuseelands.
491,Auf Boje einhundertneunundvierzig ist ein Sensor ausgefallen.
492,Auf Ergonomie wurde dabei nicht geachtet.
493,Auf Kamelen ritten sie durchs Morgenland.
494,Auf Kika läuft gerade Jim Knopf und Lukas der Lokomotivführer.
495,Auf Rügen ist mal wieder ein Stück Steilküste abgebrochen.
496,Auf Windows wird allein die Installation zu einer äußerst haarigen Angelegenheit.
497,"Auf das, was jetzt kommt, habe ich nämlich absolut keinen Bock."
498,"Auf dem Arbeitsweg zu frühstücken, spart viel Zeit."
499,Auf dem Dachboden meiner kürzlich verstorbenen Urgroßmutter haben wir allerhand alten Kram gefunden.
500,"Auf dem Elternabend waren irgendwie alle überzeugt davon, dass ihr Kind hochbegabt sei."
501,Auf dem Etikett kann ich keine Nährwerttabelle finden.
502,"Auf dem Griff sind Runen eingraviert, deren Bedeutung Sandro nicht bekannt sind."
503,Auf dem Heimweg wurde Karla dreimal fast überfahren.
504,Auf dem MRT kann man den Hirntumor sehen.
505,Auf dem Pannenstreifen steht ein defekter LKW.
506,"Auf dem Plan stand zwar, dass wir eine Vertretung bekommen, aber de-facto war es eine Freistunde."
507,Auf dem Preisschild stand neunundsechzig Euro neunundneunzig.
508,Auf dem Prüfstand werden die Bremsscheiben zum Glühen gebracht.
509,Auf dem Rasen sind Schuhe mit Stollen empfehlenswert.
510,Auf dem S-Bahn-Ring wird ein sehr dichter Takt gefahren.
511,Auf dem Weg haben wir einen Konvoi der Bundeswehr aus fünfzehn Fahrzeugen überholt.
512,Auf dem Weg liegt ein totes Tier.
513,"Auf dem Weg zum Vollbart gibt es eine Phase, in der es höllisch juckt."
514,Auf dem Zentralfriedhof von Wien befindet sich das Grab von Falco.
515,Auf dem Ziffernblatt stand fünf Uhr zwei.
516,Auf den Tag genau.
517,Auf den ersten Blick scheint das Problem trivial zu sein.
518,"Auf der A-acht, Karlsruhe Richtung Stuttgart, zwischen Pforzheim-Nord und Pforzheim-Ost befinden sich Personen auf der Fahrbahn."
519,Auf der A-fünf – nördlich von Basel – stauen sich häufig die LKW vor der Schweizer Grenze.
520,Auf der Anklagebank zeigte der Beschuldigte keine Reue.
521,Auf der Fahrt zur Uni musste Luise mehrmals Schlaglöchern und Pfützen ausweichen.
522,Auf der Nationalflagge von Kanada findet man eins.
523,Auf der Retina gibt es einen blinden Fleck.
524,Auf der Strecke passiert das Paket mehrere Zwischenstationen.
525,Auf der Weide grasen auch Ziegen.
526,"Auf der einen Seite soll es gemütlich sein, aber andererseits möchte Katja auch genügend Licht zum Lesen haben."
527,Auf der logarithmischen Skala ist das die Mitte.
528,"Auf die Plätze, fertig, los!"
529,Auf die Wunschliste aufnehmen.
530,Auf diese Weise hat schon der eine oder andere Handwerker einen Daumen verloren.
531,Auf diesem Gebiet steckt die Entwicklung noch in den Kinderschuhen.
532,Auf diesem gummierten Spezialboden hat man mehr Grip als auf Asphalt.
533,"Auf einem Teller, den niemand weggeräumt hatte, lagen die stinkenden Gräten vom Vorabend."
534,Auf einen Patch warten die Anwender heute noch.
535,Auf einer durchschnittlichen Tastatur befinden sich mehr Keime als auf einer Klobrille.
536,Auf jedem Paket müssen Absender und Empfänger angegeben werden.
537,Auf jeden Fall eine harte Drohung.
538,Auf jeden Topf passt ein Deckel.
539,Auf mein Zeichen läufst du los.
540,Auf seinem Server betreibt Nikolai ein Debian-Derivat.
541,Auf unserem Rundflug können Sie den Archipel aus der Vogelperspektive betrachten.
542,Auf zur nächsten Etappe
543,Auf zur nächsten Etappe!
544,"Aufgabe der Schule ist Bildung, nicht Ausbildung, erinnert der Direktor die Eltern."
545,Aufgeregt wedelte der Hund mit dem Schwanz.
546,Aufgrund der Bauarbeiten im Audimax findet die Vorlesung in den Hörsälen eins und zwei statt.
547,Aufgrund der mangelnden Nachfrage wird der Betrieb ab Januar eingestellt.
548,Aufgrund einer verfehlten Bildungspolitik muss man sich Medienkompetenz meistens autodidaktisch beibringen.
549,Aufgrund von Gezeiten ändert sich der Meeresspiegel regelmäßig.
550,"Aufkleber sollte man, wenn überhaupt, mittig auf DVDs aufbringen."
551,"Aufklärung ist uns wichtig, versichert Jennifer."
552,Aufnahme läuft.
553,Augen auf beim Amoklauf!
554,Augenblicklich leuchteten alle Lampen gleichzeitig auf.
555,Aus Angst vor Stigmatisierung wollte Elke es nicht zugeben.
556,Aus Gründen des Brandschutzes pumpen wir die Reifen mit purem Stickstoff auf.
557,Aus Gründen des Grundwasserschutzes sollte Fracking hier verboten werden.
558,"Aus Hanf lässt sich vieles herstellen, nicht nur Drogen."
559,Aus Kulanz übernimmt der Hersteller die Kosten.
560,"Aus Langeweile checkt Bärbel noch einmal, ob es neue Mitteilungen für sie gibt."
561,Aus Lärmschutzgründen hat man neben der Hauptverkehrsader einen Wall aufgeschüttet.
562,Aus Mitleid kaufte Henrike dem frierendem Obdachlosen eine Jacke.
563,Aus Mitleid kaufte Henrike dem frierenden Obdachlosen eine Jacke.
564,Aus Schiffslänge und Form der Nase lässt sich die mögliche Höchstgeschwindigkeit berechnen.
565,Aus Zeitgründen möchte ich an dieser Stelle nicht zu sehr ins Detail gehen.
566,Aus anatomischer Sicht ist ein Schwanz nur die Verlängerung der Wirbelsäule.
567,Aus dem Weg!
568,Aus der anderen Richtung hörte man das Plätschern eines Baches.
569,Aus der anfänglichen Euphorie wurde Ernüchterung.
570,Aus dieser Perspektive habe ich das noch nie gesehen.
571,Aus dieser Perspektive sieht es eher nach einer Schwalbe aus.
572,Aus einem Zimmer war ein elendes Wimmern zu vernehmen.
573,Aus einer einzelnen Zitrone kann man nicht viel Saft quetschen.
574,Aus etwas Pappe könnt ihr euch das auch selber basteln.
575,"Aus meinen Fehlern will ich lernen, von alten Bräuchen mich entfernen."
576,Aus seinem Rucksack nahm er einen Adapter von HDMI auf DVI.
577,Aus ökologischer Sicht problematisch ist jedoch die Fütterung mit Fischmehl.
578,Ausgerechnet bei hörbaren Frequenzen arbeitet sie am effizientesten.
579,Ausgerechnet die Bio-Waren sind alle in Plastik eingeschweißt.
580,Ausgerechnet diese Nacht haben wir Neumond.
581,Ausgiebig feiert Mel seinen Triumph.
582,"Ausländer bekommen immer den Eindruck vermittelt, Deutschland bestünde nur aus Bayern."
583,Ausschlaggebend dürfte die zu geringe Ausbeute gewesen sein.
584,Aussehen ist nicht alles.
585,Australien ist keine Insel sondern ein Kontinent.
586,Auto starten.
587,Auto vorheizen.
588,Automatisiertes Verfassen von Artikeln ist längst keine Utopie mehr.
589,Autos mit manueller Schaltung kann man dann noch anschieben.
590,"Auweia, das gibt mindestens drei Punkte in Flensburg."
591,Außer dem roten Fuchs kann keiner die blaue Scheibe lesen.
592,Außer guter Laune musst du nichts mitbringen.
593,"Außer natürlich, wenn man eins von beiden verbeult hat."
594,Außerdem hat Marianne noch eine Doppelkeksrolle in ihrem Rucksack.
595,"Außerdem hatte er einen hellen Pullover an, auf dem der Name irgendeiner amerikanischen Stadt stand."
596,Außerdem ist er für das Spiel gegen die Borussia gesperrt.
597,Außerdem ist er kein guter Kletterer.
598,Außerdem klang der Alarm irgendwie nach … Wecker!
599,Außerdem möchte ich Sie noch auf unser Bordrestaurant in Wagen vier aufmerksam machen.
600,Außerdem sind Sie nicht angeschnallt.
601,Außerdem sollte man sich den Zeitpunkt notieren.
602,Außerdem war er sehr beliebt bei seinen Kolleginnen.
603,Außerdem wollte er noch schnell nach Hamburg fahren
604,Außerdem wollte er noch schnell nach Remscheid fahren
605,Axel hat bei seinem Opa im Keller ein altes Grammophon gefunden.
606,Axel hat seinen Tuschkasten nicht dabei.
607,Aşgabat ist die Hauptstadt von Turkmenistan.
608,Babylon war als die Hauptstadt Babyloniens eine der wichtigsten Städte des Altertums.
609,Baden-Württemberg ist sehr wirtschaftsstark.
610,Bagdad ist die Hauptstadt vom Irak.
611,Baku ist die Hauptstadt von Aserbaidschan.
612,Bald soll die alte Fabrik abgerissen werden und neuer Wohnraum entstehen.
613,Bamako ist die Hauptstadt von Mali.
614,Bandar Seri Begawan ist die Hauptstadt von Brunei.
615,Bangkok ist die Hauptstadt von Thailand.
616,Bangui ist die Hauptstadt der Zentralafrikanischen Republik.
617,Banjul ist die Hauptstadt von Gambia.
618,Barbara pfeffert ihre Jacke achtlos in die Ecke.
619,Barcelona ist die zweitgrößte Stadt Spaniens.
620,"Bartstoppeln sind wirklich praktisch, wenn man sich mal kurz kratzen muss."
621,Basmati gilt als nicht so stark mit Schadstoffen belastet wie andere Reissorten.
622,Basseterre ist die Hauptstadt von St. Kitts und Nevis.
623,"Basti ist vieles, aber bestimmt kein Geizhals."
624,Bastian geht zum Amboss und hämmert auf ein Metallteil ein.
625,Batterie anzeigen.
626,Batterie-Ladestand ansagen.
627,Batterie-Ladestand anzeigen.
628,"Bauch einziehen, Po anspannen und den Nacken gerade machen."
629,Baust du mit mir eine Sandburg?
630,Baut ihr auch Obst in eurem Gewächshaus an?
631,Bayerischer Leberkäse enthält gar keine Leber.
632,"Bea braucht mal wieder eine halbe Stunde, um sich zu schminken."
633,Beachten Sie die Regeln der guten Küchenhygiene.
634,Beate denkt inzwischen ernsthaft über eine Scheidung nach.
635,Bedient euch
636,Bedient euch!
637,Beeindrucken Sie mich.
638,Begleitet von einer Laute trällert der Minnesänger sein Lied.
639,Behalte einen kühlen Kopf und lass die Gefühle nicht das Kommando übernehmen.
640,Behalten Sie das im Hinterkopf.
641,Bei Fieber und anderen Allerweltssymptomen sollte man den Zeckenbiss im Hinterkopf behalten.
642,"Bei Frau Siebert fragt man sich immer, ob sie ihren Hund oder der Hund sie an der Leine hat."
643,"Bei Löwenzahn wurde gezeigt, wie man aus einem Schuhkarton eine Lochkamera baut."
644,Bei Regen funktioniert der Spurhalteassistent nicht.
645,Bei Sauerstoffmangel verbrennt der Brennstoff unvollständig.
646,Bei Sauerstoffüberschuss wiederum können Stickoxide entstehen.
647,"Bei Winterwetter mit Sommerreifen unterwegs zu sein, kann eine Strafe nach sich ziehen."
648,Bei all dem Streben nach einer erfolgreichen Karriere sollte das Privatleben nicht auf der Strecke bleiben.
649,"Bei all den Gütesiegeln weiß man einfach nicht mehr, welchem man vertrauen kann."
650,Bei dem Sessel kann man die Lehne elektrisch verstellen.
651,"Bei dem Versuch, sich die Funktionsweise eines Planetengetriebes vorzustellen, wurde Ilse schwindelig."
652,Bei dem Zusammenstoß hat sich Jürgen die Schulter ausgekugelt.
653,"Bei dem blendenden Sonnenlicht war nicht zu erkennen, ob die Ampel grün oder rot war."
654,Bei den Nachbarn hat der Herbststurm sogar einige Dachziegel mit sich gerissen.
655,Bei den Olympischen Spielen tritt Taiwan unter dem Namen „Chinesisch Taipeh“ an.
656,Bei den meisten Infizierten verläuft die Krankheit asymptomatisch.
657,Bei den olympischen Winterspielen traten Nordkorea und Südkorea beim Eishockey als gemeinsame Mannschaft an.
658,Bei der Behandlung wird dringend zu einer Betäubung geraten.
659,Bei der Dosierung des Waschmittels sollte man den Härtegrad des Wassers berücksichtigen.
660,"Bei der Einsicht ihrer Akten erfuhr Kerstin einige intime Details, die die Spitzel der Stasi über sie herausgefunden hatten."
661,Bei der Erziehung ihrer Sprösslinge ist Daniela äußerst konsequent.
662,Bei der Gravitation handelt es sich um eine konservative Kraft.
663,"Bei der Hitze schwitzt man so stark, dass einem die Sonnencreme ins Auge läuft."
664,Bei der Landung hat Sina sich auf die Zunge gebissen.
665,Bei der Montage von Antennen auf dem Dach ist der Blitzschutz zu beachten.
666,Bei der Preisverleihung kam es zum Eklat.
667,Bei der Sortierung muss etwas durcheinander gekommen sein.
668,Bei der Untersuchung müssen Sie nüchtern sein.
669,Bei der japanischen Kampfkunst Aikido geht es primär um Verteidigung.
670,Bei derlei Windgeschwindigkeiten können wir den Kran nicht einsetzen.
671,Bei diesem Dackelblick kann ich dir einfach nicht böse sein.
672,Bei diesem Feuerlöscher handelt es sich um einen Pulverlöscher.
673,Bei diesem Wetter trocknet die Wäsche eben schlecht.
674,Bei drei Scheinwerfern handelt es sich immer um ein Schienenfahrzeug.
675,Bei einem Spaziergang in der Nacht kann man leicht die Zeit vergessen.
676,Bei einem Täuschungsversuch wird die gesamte Arbeit mit ungenügend bewertet.
677,Bei einer Stromstärke von mehr als zwei Ampere brennt die Sicherung durch.
678,Bei einer Zeugenbefragung muss man die Fragen so wenig suggestiv wie möglich stellen.
679,Bei einer chemischen Reaktion entstehen neue Stoffe mit neuen Eigenschaften.
680,Bei einigen Fluggesellschaften muss das Aufgabegepäck extra bezahlt werden.
681,Bei genauerem Hinsehen entpuppt es sich als leere Hülle.
682,Bei guter Sicht kann man von hier die Ruine erblicken.
683,Bei ihren Ausführungen blieb Nadine relativ vage.
684,Bei ihrer Ankunft berichteten die Rückkehrer von ihrer nervenaufreibenden Odyssee.
685,Bei meiner Nachbarin ist die Vogelspinne aus ihrem Terrarium ausgebrochen.
686,Bei mir ist alles bestens.
687,Bei niedrigen Geschwindigkeiten sind Elektroautos nahezu unhörbar.
688,Bei schwachem Empfang kann die Verbindung auch schon mal abreißen.
689,Bei seinem Besuch konnte er eine CD mit Orgelmusik einsacken.
690,Bei seiner Arbeit untertage muss Norbert stets einen Helm tragen.
691,"Bei so viel Konfetti möchte ich nicht derjenige sein, der hinterher aufräumen muss."
