sentence
Ascorbinsäure, also Vitamin C, wird häufig als Konservierungsmittel eingesetzt.
Asmara ist die Hauptstadt von Eritrea.
Astana ist die Hauptstadt von Kasachstan.
Astrid fürchtet um ihren Job.
Asunción ist die Hauptstadt von Paraguay.
Athen ist die Hauptstadt von Griechenland.
Atmen Sie tief ein und ganz langsam wieder aus.
Atome können Moleküle bilden.
Au backe, das gibt Ärger.
Auch Passivrauchen ist ungesund.
Auch Posen und Krakau waren mal Hauptstädte von Polen.
Auch Sibylle braucht irgendwann mal eine Pause.
Auch Spanisch ist eine Weltsprache.
Auch beim Common-Voice-Projekt gilt: Jede Stimme zählt.
Auch das reale Helligkeitsspektrum ist nicht kontinuierlich, weil Licht nur gequantelt auftritt.
Auch die CD ist ein digitaler Datenträger.
Auch die Stahlträger sind nicht für die Ewigkeit gebaut.
Auch ein kleiner Funken kann einen großen Brand entfachen.
Auch eine Giraffe hat nur sieben Halswirbel.
Auch fallen die Kosten höher aus, als bislang angenommen.
Auch für Erdkabel müssen Schneisen in den Wald geschlagen werden.
Auch heute sind wieder tausende Polizisten im Einsatz, um das Nordderby FC St. Pauli gegen Hansa Rostock zu sichern.
Auch in der Prüfung sollte man unnötige Diskussionen tunlichst unterlassen.
Auch in vielen nordafrikanischen Ländern wird arabisch gesprochen.
Auch mir wurde das Kochen nicht in die Wiege gelegt.
Auch mit der Kneifzange gelang es Juliane nicht, den Nagel aus dem Brett zu ziehen.
Auch sonst ist die Vorstellung sehr eindrucksvoll gewesen.
Auch wenn es natürlich ein fiktives Szenario ist, wäre ein solcher Zwischenfall durchaus denkbar.
Auch wenn mir die Kunden auf die Nerven gehen, muss ich Höflichkeit bewahren.
Auckland ist die größte Stadt Neuseelands.
Auf Boje einhundertneunundvierzig ist ein Sensor ausgefallen.
Auf Ergonomie wurde dabei nicht geachtet.
Auf Kamelen ritten sie durchs Morgenland.
Auf Kika läuft gerade Jim Knopf und Lukas der Lokomotivführer.
Auf Rügen ist mal wieder ein Stück Steilküste abgebrochen.
Auf Windows wird allein die Installation zu einer äußerst haarigen Angelegenheit.
Auf das, was jetzt kommt, habe ich nämlich absolut keinen Bock.
Auf dem Arbeitsweg zu frühstücken, spart viel Zeit.
Auf dem Dachboden meiner kürzlich verstorbenen Urgroßmutter haben wir allerhand alten Kram gefunden.
Auf dem Elternabend waren irgendwie alle überzeugt davon, dass ihr Kind hochbegabt sei.
Auf dem Etikett kann ich keine Nährwerttabelle finden.
Auf dem Griff sind Runen eingraviert, deren Bedeutung Sandro nicht bekannt sind.
Auf dem Heimweg wurde Karla dreimal fast überfahren.
Auf dem MRT kann man den Hirntumor sehen.
Auf dem Pannenstreifen steht ein defekter LKW.
Auf dem Plan stand zwar, dass wir eine Vertretung bekommen, aber de-facto war es eine Freistunde.
Auf dem Preisschild stand neunundsechzig Euro neunundneunzig.
Auf dem Prüfstand werden die Bremsscheiben zum Glühen gebracht.
Auf dem Rasen sind Schuhe mit Stollen empfehlenswert.
Auf dem S-Bahn-Ring wird ein sehr dichter Takt gefahren.
Auf dem Weg haben wir einen Konvoi der Bundeswehr aus fünfzehn Fahrzeugen überholt.
Auf dem Weg liegt ein totes Tier.
Auf dem Weg zum Vollbart gibt es eine Phase, in der es höllisch juckt.
Auf dem Zentralfriedhof von Wien befindet sich das Grab von Falco.
Auf dem Ziffernblatt stand fünf Uhr zwei.
Auf den Tag genau.
Auf den ersten Blick scheint das Problem trivial zu sein.
Auf der A-acht, Karlsruhe Richtung Stuttgart, zwischen Pforzheim-Nord und Pforzheim-Ost befinden sich Personen auf der Fahrbahn.
Auf der A-fünf – nördlich von Basel – stauen sich häufig die LKW vor der Schweizer Grenze.
Auf der Anklagebank zeigte der Beschuldigte keine Reue.
Auf der Fahrt zur Uni musste Luise mehrmals Schlaglöchern und Pfützen ausweichen.
Auf der Nationalflagge von Kanada findet man eins.
Auf der Retina gibt es einen blinden Fleck.
Auf der Strecke passiert das Paket mehrere Zwischenstationen.
Auf der Weide grasen auch Ziegen.
Auf der einen Seite soll es gemütlich sein, aber andererseits möchte Katja auch genügend Licht zum Lesen haben.
Auf der logarithmischen Skala ist das die Mitte.
Auf die Plätze, fertig, los!
Auf die Wunschliste aufnehmen.
Auf diese Weise hat schon der eine oder andere Handwerker einen Daumen verloren.
Auf diesem Gebiet steckt die Entwicklung noch in den Kinderschuhen.
Auf diesem gummierten Spezialboden hat man mehr Grip als auf Asphalt.
Auf einem Teller, den niemand weggeräumt hatte, lagen die stinkenden Gräten vom Vorabend.
Auf einen Patch warten die Anwender heute noch.
Auf einer durchschnittlichen Tastatur befinden sich mehr Keime als auf einer Klobrille.
Auf jedem Paket müssen Absender und Empfänger angegeben werden.
Auf jeden Fall eine harte Drohung.
Auf jeden Topf passt ein Deckel.
Auf mein Zeichen läufst du los.
Auf seinem Server betreibt Nikolai ein Debian-Derivat.
Auf unserem Rundflug können Sie den Archipel aus der Vogelperspektive betrachten.
Auf zur nächsten Etappe
Auf zur nächsten Etappe!
Aufgabe der Schule ist Bildung, nicht Ausbildung, erinnert der Direktor die Eltern.
Aufgeregt wedelte der Hund mit dem Schwanz.
Aufgrund der Bauarbeiten im Audimax findet die Vorlesung in den Hörsälen eins und zwei statt.
Aufgrund der mangelnden Nachfrage wird der Betrieb ab Januar eingestellt.
Aufgrund einer verfehlten Bildungspolitik muss man sich Medienkompetenz meistens autodidaktisch beibringen.
Aufgrund von Gezeiten ändert sich der Meeresspiegel regelmäßig.
Aufkleber sollte man, wenn überhaupt, mittig auf DVDs aufbringen.
Aufklärung ist uns wichtig, versichert Jennifer.
Aufnahme läuft.
Augen auf beim Amoklauf!
Augenblicklich leuchteten alle Lampen gleichzeitig auf.
Aus Angst vor Stigmatisierung wollte Elke es nicht zugeben.
Aus Gründen des Brandschutzes pumpen wir die Reifen mit purem Stickstoff auf.
Aus Gründen des Grundwasserschutzes sollte Fracking hier verboten werden.
Aus Hanf lässt sich vieles herstellen, nicht nur Drogen.
Aus Kulanz übernimmt der Hersteller die Kosten.
Aus Langeweile checkt Bärbel noch einmal, ob es neue Mitteilungen für sie gibt.
Aus Lärmschutzgründen hat man neben der Hauptverkehrsader einen Wall aufgeschüttet.
Aus Mitleid kaufte Henrike dem frierendem Obdachlosen eine Jacke.
Aus Mitleid kaufte Henrike dem frierenden Obdachlosen eine Jacke.
Aus Schiffslänge und Form der Nase lässt sich die mögliche Höchstgeschwindigkeit berechnen.
Aus Zeitgründen möchte ich an dieser Stelle nicht zu sehr ins Detail gehen.
Aus anatomischer Sicht ist ein Schwanz nur die Verlängerung der Wirbelsäule.
Aus dem Weg!
Aus der anderen Richtung hörte man das Plätschern eines Baches.
Aus der anfänglichen Euphorie wurde Ernüchterung.
Aus dieser Perspektive habe ich das noch nie gesehen.
Aus dieser Perspektive sieht es eher nach einer Schwalbe aus.
Aus einem Zimmer war ein elendes Wimmern zu vernehmen.
Aus einer einzelnen Zitrone kann man nicht viel Saft quetschen.
Aus etwas Pappe könnt ihr euch das auch selber basteln.
Aus meinen Fehlern will ich lernen, von alten Bräuchen mich entfernen.
Aus seinem Rucksack nahm er einen Adapter von HDMI auf DVI.
Aus ökologischer Sicht problematisch ist jedoch die Fütterung mit Fischmehl.
Ausgerechnet bei hörbaren Frequenzen arbeitet sie am effizientesten.
Ausgerechnet die Bio-Waren sind alle in Plastik eingeschweißt.
Ausgerechnet diese Nacht haben wir Neumond.
Ausgiebig feiert Mel seinen Triumph.
Ausländer bekommen immer den Eindruck vermittelt, Deutschland bestünde nur aus Bayern.
Ausschlaggebend dürfte die zu geringe Ausbeute gewesen sein.
Aussehen ist nicht alles.
Australien ist keine Insel sondern ein Kontinent.
Auto starten.
Auto vorheizen.
Automatisiertes Verfassen von Artikeln ist längst keine Utopie mehr.
Autos mit manueller Schaltung kann man dann noch anschieben.
Auweia, das gibt mindestens drei Punkte in Flensburg.
Außer dem roten Fuchs kann keiner die blaue Scheibe lesen.
Außer guter Laune musst du nichts mitbringen.
Außer natürlich, wenn man eins von beiden verbeult hat.
Außerdem hat Marianne noch eine Doppelkeksrolle in ihrem Rucksack.
Außerdem hatte er einen hellen Pullover an, auf dem der Name irgendeiner amerikanischen Stadt stand.
Außerdem ist er für das Spiel gegen die Borussia gesperrt.
Außerdem ist er kein guter Kletterer.
Außerdem klang der Alarm irgendwie nach … Wecker!
Außerdem möchte ich Sie noch auf unser Bordrestaurant in Wagen vier aufmerksam machen.
Außerdem sind Sie nicht angeschnallt.
Außerdem sollte man sich den Zeitpunkt notieren.
Außerdem war er sehr beliebt bei seinen Kolleginnen.
Außerdem wollte er noch schnell nach Hamburg fahren
Außerdem wollte er noch schnell nach Remscheid fahren
Axel hat bei seinem Opa im Keller ein altes Grammophon gefunden.
Axel hat seinen Tuschkasten nicht dabei.
Aşgabat ist die Hauptstadt von Turkmenistan.
Babylon war als die Hauptstadt Babyloniens eine der wichtigsten Städte des Altertums.
Baden-Württemberg ist sehr wirtschaftsstark.
Bagdad ist die Hauptstadt vom Irak.
Baku ist die Hauptstadt von Aserbaidschan.
Bald soll die alte Fabrik abgerissen werden und neuer Wohnraum entstehen.
Bamako ist die Hauptstadt von Mali.
Bandar Seri Begawan ist die Hauptstadt von Brunei.
Bangkok ist die Hauptstadt von Thailand.
Bangui ist die Hauptstadt der Zentralafrikanischen Republik.
Banjul ist die Hauptstadt von Gambia.
Barbara pfeffert ihre Jacke achtlos in die Ecke.
Barcelona ist die zweitgrößte Stadt Spaniens.
Bartstoppeln sind wirklich praktisch, wenn man sich mal kurz kratzen muss.
Basmati gilt als nicht so stark mit Schadstoffen belastet wie andere Reissorten.
Basseterre ist die Hauptstadt von St. Kitts und Nevis.
Basti ist vieles, aber bestimmt kein Geizhals.
Bastian geht zum Amboss und hämmert auf ein Metallteil ein.
Batterie anzeigen.
Batterie-Ladestand ansagen.
Batterie-Ladestand anzeigen.
Bauch einziehen, Po anspannen und den Nacken gerade machen.
Baust du mit mir eine Sandburg?
Baut ihr auch Obst in eurem Gewächshaus an?
Bayerischer Leberkäse enthält gar keine Leber.
Bea braucht mal wieder eine halbe Stunde, um sich zu schminken.
Beachten Sie die Regeln der guten Küchenhygiene.
Beate denkt inzwischen ernsthaft über eine Scheidung nach.
Bedient euch
Bedient euch!
Beeindrucken Sie mich.
Begleitet von einer Laute trällert der Minnesänger sein Lied.
Behalte einen kühlen Kopf und lass die Gefühle nicht das Kommando übernehmen.
Behalten Sie das im Hinterkopf.
Bei Fieber und anderen Allerweltssymptomen sollte man den Zeckenbiss im Hinterkopf behalten.
Bei Frau Siebert fragt man sich immer, ob sie ihren Hund oder der Hund sie an der Leine hat.
Bei Löwenzahn wurde gezeigt, wie man aus einem Schuhkarton eine Lochkamera baut.
Bei Regen funktioniert der Spurhalteassistent nicht.
Bei Sauerstoffmangel verbrennt der Brennstoff unvollständig.
Bei Sauerstoffüberschuss wiederum können Stickoxide entstehen.
Bei Winterwetter mit Sommerreifen unterwegs zu sein, kann eine Strafe nach sich ziehen.
Bei all dem Streben nach einer erfolgreichen Karriere sollte das Privatleben nicht auf der Strecke bleiben.
Bei all den Gütesiegeln weiß man einfach nicht mehr, welchem man vertrauen kann.
Bei dem Sessel kann man die Lehne elektrisch verstellen.
Bei dem Versuch, sich die Funktionsweise eines Planetengetriebes vorzustellen, wurde Ilse schwindelig.
Bei dem Zusammenstoß hat sich Jürgen die Schulter ausgekugelt.
Bei dem blendenden Sonnenlicht war nicht zu erkennen, ob die Ampel grün oder rot war.
Bei den Nachbarn hat der Herbststurm sogar einige Dachziegel mit sich gerissen.
Bei den Olympischen Spielen tritt Taiwan unter dem Namen „Chinesisch Taipeh“ an.
Bei den meisten Infizierten verläuft die Krankheit asymptomatisch.
Bei den olympischen Winterspielen traten Nordkorea und Südkorea beim Eishockey als gemeinsame Mannschaft an.
Bei der Behandlung wird dringend zu einer Betäubung geraten.
Bei der Dosierung des Waschmittels sollte man den Härtegrad des Wassers berücksichtigen.
Bei der Einsicht ihrer Akten erfuhr Kerstin einige intime Details, die die Spitzel der Stasi über sie herausgefunden hatten.
Bei der Erziehung ihrer Sprösslinge ist Daniela äußerst konsequent.
Bei der Gravitation handelt es sich um eine konservative Kraft.
Bei der Hitze schwitzt man so stark, dass einem die Sonnencreme ins Auge läuft.
Bei der Landung hat Sina sich auf die Zunge gebissen.
Bei der Montage von Antennen auf dem Dach ist der Blitzschutz zu beachten.
Bei der Preisverleihung kam es zum Eklat.
Bei der Sortierung muss etwas durcheinander gekommen sein.
Bei der Untersuchung müssen Sie nüchtern sein.
Bei der japanischen Kampfkunst Aikido geht es primär um Verteidigung.
Bei derlei Windgeschwindigkeiten können wir den Kran nicht einsetzen.
Bei diesem Dackelblick kann ich dir einfach nicht böse sein.
Bei diesem Feuerlöscher handelt es sich um einen Pulverlöscher.
Bei diesem Wetter trocknet die Wäsche eben schlecht.
Bei drei Scheinwerfern handelt es sich immer um ein Schienenfahrzeug.
Bei einem Spaziergang in der Nacht kann man leicht die Zeit vergessen.
Bei einem Täuschungsversuch wird die gesamte Arbeit mit ungenügend bewertet.
Bei einer Stromstärke von mehr als zwei Ampere brennt die Sicherung durch.
Bei einer Zeugenbefragung muss man die Fragen so wenig suggestiv wie möglich stellen.
Bei einer chemischen Reaktion entstehen neue Stoffe mit neuen Eigenschaften.
Bei einigen Fluggesellschaften muss das Aufgabegepäck extra bezahlt werden.
Bei genauerem Hinsehen entpuppt es sich als leere Hülle.
Bei guter Sicht kann man von hier die Ruine erblicken.
Bei ihren Ausführungen blieb Nadine relativ vage.
Bei ihrer Ankunft berichteten die Rückkehrer von ihrer nervenaufreibenden Odyssee.
Bei meiner Nachbarin ist die Vogelspinne aus ihrem Terrarium ausgebrochen.
Bei mir ist alles bestens.
Bei niedrigen Geschwindigkeiten sind Elektroautos nahezu unhörbar.
Bei schwachem Empfang kann die Verbindung auch schon mal abreißen.
Bei seinem Besuch konnte er eine CD mit Orgelmusik einsacken.
Bei seiner Arbeit untertage muss Norbert stets einen Helm tragen.
Bei so viel Konfetti möchte ich nicht derjenige sein, der hinterher aufräumen muss.
Bei so viel heißer Luft, die der Umweltminister fabriziert, ist die Erderwärmung nicht verwunderlich.
Bei solchen Operationen besteht aber immer die Gefahr von Blutverlusten.
Bei solchen Temperaturen können giftige Dämpfe entstehen.
Bei uns blüht der Kleine richtig auf.
Bei uns ist das Alltag.
Bei variabler Bitrate geht immer die Synchronisation zwischen Audio und Untertiteln verloren.
Bei viel Regen dehnt sich das Rückhaltebecken enorm aus.
Bei vielen Studenten hat man leider den Eindruck, dass sie sich nicht wirklich für ihr Fach interessieren.
Bei vier Leuten bietet sich eine Raute als Aufstellung an.
Bei wie viel Grad wird Milch pasteurisiert?
Bei zweihundertfünfzig stimmberechtigten Mitgliedern kann es schon mal zu Meinungsverschiedenheiten kommen.
Bei Überschallgeschwindigkeit ist der Schleudersitz keine gute Idee.
Beide konnten erhobenen Hauptes die Auseinandersetzung verlassen.
Beim Autofahren sollte man stets mit den Fehlern anderer rechnen.
Beim Bedienen des Computers machte Erwin einen unbeholfenen Eindruck.
Beim Beschleunigen kommt blauer Rauch aus dem Auspuff.
Beim Empfang werden Häppchen verteilt.
Beim Fahrstuhl im alten Elbtunnel kann man sehr schön sehen, wie sich zu jeder Kabine ein Gegengewicht bewegt.
Beim Flaschendrehen musste sie einen Typen küssen, den sie gar nicht kannte.
Beim Kauf der neuen Waschmaschine achtete Brigitte auf die Energieeffizienzklasse.
Beim Löten verbinden sich zwei Metalle stoffschlüssig.
Beim Schiffe versenken verfügt jeder Spieler über vier U-Boote, drei Kreuzer, zwei Zerstörer und ein Schlachtschiff.
Beim Schluckauf zuckt das Zwerchfell unkontrolliert.
Beim Soundcheck kümmert sich Adrian um die Tontechnik.
Beim Tanz kreuzten sich unsere Blicke.
Beim Umfüllen ist einiges danebengegangen.
Beim Wrestling ist alles nur Show, behauptet Willi.
Beim derzeitigen Pollenflug sollten Allergiker lieber drinnen bleiben.
Beim diesjährigen Krippenspiel mussten Maria und Joseph improvisieren, weil sie den Text nicht gelernt hatten.
Beim unüberwachten Lernen spart man sich die separate Trainingsphase.
Beirut ist die Hauptstadt von Libanon.
Beispiele sind die Kreiszahl Pi oder die Wurzel aus zwei.
Belassen wir es dabei.
Belgrad ist die Hauptstadt von Serbien.
Belgrad war die Hauptstadt von Jugoslawien.
Belmopan ist die Hauptstadt von Belize.
Belüftung ausschalten.
Bemerkenswert, staunte Kurt.
Benedikt hasst es, wenn Dinge nicht an ihrem Platz sind.
Benimm dich anständig!, mahnte Christiane an.
Benjamin ist halt ein Bodybuilder.
Benjamin schüttelte energisch den Kopf.
Benutzer, die sich gezielt für diesen Browser entscheiden, legen auf andere Dinge wert.
Benzin oder Selbstzünder?
Bequemer als mit einem Messer geht es mit einem Apfelentkerner.
Berechne die Distanz zwischen Hamm und Baden-Baden
Berechne die Distanz zwischen Ingolstadt und Kassel
Bereits zwölf Mal ist er dem Tod von der Schippe gesprungen.
Berlin ist die Hauptstadt von Deutschland.
